Epoch	Time(sec)	Loss_train	Loss_test	AUC_train	AUC_test
57	403.9490508	182.04424741864204	122.8823230266571	0.9525705991099698	0.9269816477938305
58	410.8539017	182.934487760067	123.79458320140839	0.949658766355968	0.9219055056618508
59	417.7289534	184.17358297109604	124.10011756420135	0.9471534804171187	0.9180007809449434
60	424.59361720000004	181.42354640364647	121.3990817964077	0.949361674452587	0.932448262397501
61	431.52166040000003	187.25566163659096	122.94507151842117	0.9452393340270551	0.9226864506052324
62	438.3995847	181.59250125288963	122.49750071763992	0.9521657127991676	0.9297149550956657
63	445.3117069	179.8839019536972	122.41660425066948	0.9538880709367459	0.9301054275673565
64	452.2927077	182.93770709633827	123.68799170851707	0.9484886642903003	0.9289340101522843
65	459.219193	181.58496183156967	122.46922674775124	0.950153319901698	0.930886372510738
66	466.0898724	182.49673774838448	122.31410825252533	0.9507491642128103	0.9301054275673565
67	472.9896053	180.1727076768875	122.20556688308716	0.9534794484911551	0.932448262397501
68	479.8798132	182.3468733727932	122.20253518223763	0.953210031660283	0.9289340101522843
69	486.7926321	177.6970148384571	122.68703037500381	0.9542144984169858	0.9304959000390473
70	493.69065750000004	179.4230616092682	124.57276090979576	0.9503143888236987	0.9246388129636861
71	500.62428680000005	187.4236896932125	122.82218763232231	0.9434714503952	0.929324482623975
72	507.51320010000006	185.64457353949547	125.67501312494278	0.9493346912568912	0.9187817258883249
73	514.4459375	183.28448390960693	124.17061546444893	0.942662231275046	0.9262007028504491
74	521.3420959	181.35295176506042	121.35172727704048	0.9524445391546925	0.9336196798125732
75	528.2529542	180.42559936642647	121.88792023062706	0.9545189242145815	0.9304959000390473
76	535.1656805	177.4391260445118	121.59767979383469	0.9532330019704651	0.9320577899258102
77	542.1260614	187.34195244312286	132.81845715641975	0.9482340536232203	0.8953533775868802
78	548.9976013	184.663908213377	124.55147510766983	0.9470819403546837	0.9211245607184694
79	555.8744331	178.98830798268318	122.57839125394821	0.9541025527486882	0.9273721202655213
80	562.9771006	178.3373854458332	122.72230571508408	0.9525628500896672	0.9262007028504491
81	569.9548581	176.8597036600113	122.6886271238327	0.9535130737042532	0.9281530652089027
82	576.9354954	177.2030012011528	122.9609389603138	0.957143212965218	0.9301054275673565
83	583.9375391	176.38141465187073	121.32615777850151	0.9572966712422787	0.9347910972276454
84	590.8651248	174.46399101614952	121.90448069572449	0.956292066110213	0.932448262397501
85	597.8863912	175.65917918086052	122.50413531064987	0.9559244027719352	0.9285435376805935
86	604.9974287	176.77976202964783	122.62489625811577	0.9538743717758542	0.932448262397501
87	611.9245079	179.85141596198082	124.51677018404007	0.9514658102154229	0.9222959781335416
88	618.8430243	178.52282038331032	120.86144170165062	0.9539066132353267	0.9344006247559548
89	625.7868558	177.05544209480286	122.31573858857155	0.9535158412115041	0.9269816477938305
90	632.788168	176.31908676028252	121.43331995606422	0.955243734363584	0.9328387348691918
91	639.7339895	176.20382365584373	123.57402953505516	0.9558952055704386	0.9254197579070675
92	646.6559036	175.1233125925064	122.93937328457832	0.9574447328802002	0.934010152284264
93	653.535588	176.93210792541504	121.06151044368744	0.9527253027652932	0.9367434595860992
94	660.4841161	173.00296890735626	119.48413559794426	0.9579943598202227	0.9406481843030067
95	667.4918913	179.9282302260399	127.04577451944351	0.9537645017379945	0.9222959781335416
96	674.5273659000001	174.56020081043243	120.13657882809639	0.9556187315960767	0.9394767668879344
97	681.6078043	176.7171704173088	122.03710368275642	0.9524900646489693	0.9312768449824287
98	688.5020507	178.38612964749336	119.86615726351738	0.9540746009254544	0.9406481843030067
99	695.4537026	177.73075929284096	139.36415922641754	0.9527554685943277	0.8578680203045685
100	702.3670767	177.71725061535835	124.17467069625854	0.9563492151349435	0.9297149550956657
101	709.2616601	173.766254901886	121.2719162106514	0.9588301470099851	0.9347910972276454
102	716.1758078	173.67894527316093	120.35538443922997	0.9581018774769188	0.9410386567746973
103	723.0703342	175.92625331878662	123.18844038248062	0.956732791639914	0.9316673174541195
104	730.0846814	174.88757956027985	122.49317497015	0.95813674806828	0.9316673174541195
105	737.0356699	176.1177335381508	122.81944042444229	0.9573001306263422	0.9281530652089027
106	743.9516664	174.49301874637604	123.57770499587059	0.9588928310492174	0.9226864506052324
107	750.9572783	172.7093889117241	122.67240184545517	0.9596258053446101	0.930886372510738
108	757.8956885	177.16424638032913	123.96054849028587	0.9525133117098767	0.9222959781335416
109	764.8407834	178.4102607667446	121.07590591907501	0.9554701164567051	0.930886372510738
110	771.7770165000001	174.0306807756424	120.88562494516373	0.9572584796422166	0.9336196798125732
111	778.6624799	174.55561447143555	121.21431881189346	0.9593071268846725	0.929324482623975
112	785.5747073	172.49658674001694	119.32051002979279	0.9582462029800518	0.9398672393596251
113	792.4739405	173.48215851187706	120.28184074163437	0.9584646976775077	0.934010152284264
114	799.3893538	174.29942700266838	119.12080779671669	0.9568379569154472	0.9406481843030067
115	806.3287061	171.870591878891	119.86742907762527	0.9590825436712644	0.9363529871144084
116	813.319439	176.74994710087776	136.80508634448051	0.9544714614652291	0.8805154236626318
117	820.2358481	184.73798117041588	122.39529591798782	0.9432161478513075	0.9304959000390473
118	827.1337636000001	177.2356958091259	122.24241554737091	0.9571596796333606	0.9304959000390473
119	834.0520432000001	176.63044354319572	121.17064890265465	0.9547083600859034	0.9347910972276454
120	840.9509468	172.92364439368248	121.6556556224823	0.9586079161777404	0.9328387348691918
121	847.8659961	180.26964315772057	122.49536934494972	0.948673395399296	0.9289340101522843
122	854.7646474000001	173.81644931435585	121.33615067601204	0.9592527453671928	0.9336196798125732
123	861.6716295	176.33700492978096	119.25893598794937	0.9538397779352181	0.9422100741897697
124	868.6165267	172.69166892766953	122.18964210152626	0.9598193924768083	0.9277625927372121
125	875.5905783000001	171.38375091552734	120.86021313071251	0.9606258440897115	0.9363529871144084
126	882.4820236	171.18208953738213	122.55360180139542	0.9604675426749618	0.9304959000390473
127	889.3853568000001	171.14211875200272	120.35064408183098	0.9611412923151859	0.9383053494728621
128	896.2838264000001	169.92953234910965	121.31042024493217	0.9611555449775278	0.935572042171027
129	903.1939242	174.96560329198837	123.11953422427177	0.9555907797728429	0.9285435376805935
130	910.1027297	178.70918104052544	122.13639524579048	0.9529475335975381	0.9289340101522843
131	917.0207350000001	174.0145247578621	121.06711369752884	0.9579599043549494	0.9336196798125732
132	923.981582	172.59970355033875	122.70181927084923	0.9596043571634159	0.9301054275673565
133	931.1315482	172.19679167866707	121.68018859624863	0.9594648747979719	0.9344006247559548
134	938.0281066	173.3250037431717	124.75776544213295	0.9588380344056502	0.9265911753221397
135	944.9196523	173.15374860167503	120.51482045650482	0.9600561527221201	0.9371339320577899
136	951.8347064	171.82129180431366	120.95628041028976	0.9606888048796689	0.9347910972276454
137	958.751492	171.67953670024872	120.06795173883438	0.9615298503332077	0.9363529871144084
138	965.6610528	172.37993958592415	120.49775156378746	0.9589339285318929	0.9359625146427177
139	972.5566293	174.99391075968742	121.9274500310421	0.9590761784045874	0.9320577899258102
140	979.4702476	174.17848363518715	121.22243225574493	0.959691256891093	0.9347910972276454
