Epoch	Time(sec)	Loss_train	Loss_test	AUC_train	AUC_test
1	8.1660963	318.02376973629	186.21872302889824	0.6330387783115992	0.4998047637641546
2	15.4092658	275.59704649448395	156.58760738372803	0.7726390395642837	0.8207731354939477
3	22.66263	258.0953543186188	151.44414713978767	0.8227923594659818	0.8000780944943382
4	29.9733832	244.29262351989746	147.71765196323395	0.8555440089003034	0.8453729012104647
5	37.426085900000004	235.61571648716927	146.44389981031418	0.8711811167445258	0.8648965247950019
6	44.3632142	235.10905063152313	141.01645267009735	0.8782201330617486	0.8750488090589613
7	51.391723799999994	230.60763642191887	140.2763611972332	0.8858224754798858	0.8738773916438891
8	58.5431895	225.9473716020584	146.53013536334038	0.894445889698231	0.8703631393986724
9	65.7546573	220.88472372293472	136.16915008425713	0.9038094737308211	0.88481062085123
10	72.9654554	220.29008296132088	138.6779408454895	0.9080117951159034	0.8758297540023429
11	80.040823	220.04156962037086	142.10146975517273	0.905873895764607	0.8633346349082389
12	86.9958494	214.85031658411026	142.27759206295013	0.9159177330794608	0.8438110113237017
13	93.97254	212.33444252610207	133.5234388411045	0.9178444716275156	0.8883248730964467
14	100.8794864	211.54040449857712	132.2335380911827	0.9219235005645715	0.8793440062475596
15	107.9056117	208.26400744915009	134.0642039179802	0.9267551530985012	0.8957438500585708
16	115.2661149	209.3945328295231	136.33026173710823	0.9246417461863752	0.8937914877001172
17	122.2956967	206.03158766031265	133.1475820839405	0.930114906901056	0.9000390472471691
18	129.27162520000002	207.53857171535492	128.3018354177475	0.9226543992295261	0.9113627489262007
19	136.429032	204.79183167219162	131.52585265040398	0.926265719441185	0.9035532994923858
20	143.39410479999998	205.36031165719032	129.9418559372425	0.9291473863661524	0.9066770792659118
21	150.45992539999997	202.3321330845356	133.54330733418465	0.9302150906635376	0.9008199921905505
22	157.6389345	202.55410113930702	130.5436511039734	0.9293607611751943	0.9129246388129637
23	165.36049759999997	198.95897144079208	127.694893181324	0.9377836694932141	0.91097227645451
24	172.4396006	197.13710144162178	130.4796826839447	0.9351247869019417	0.9051151893791488
25	179.40695499999998	256.36723348498344	131.2160513997078	0.7880461675559591	0.8945724326434986
26	186.33665359999998	199.1333883702755	126.92451158165932	0.9381437221865521	0.9105818039828192
27	193.25107229999998	195.61116680502892	131.54153496026993	0.9357744592290832	0.8984771573604061
28	200.1701832	196.21020331978798	133.55771693587303	0.937718217946731	0.8883248730964467
29	207.1341921	196.93134278059006	128.5148170888424	0.9385652135408595	0.9101913315111285
30	214.13873410000002	195.89555063843727	128.97453027963638	0.9386104622844113	0.9027723545490043
31	221.07951150000002	194.0237057507038	129.3697710931301	0.9417760754533178	0.8828582584927762
32	227.99630059999998	193.68072113394737	125.0135677754879	0.9423293001527663	0.9207340882467786
33	234.9300869	192.5338954925537	129.05587556958199	0.9452480516748955	0.8910581803982819
34	242.0731495	192.58278796076775	134.6630562543869	0.9402174153696283	0.8824677860210856
35	249.0018475	196.01435166597366	133.84971430897713	0.9359749651294087	0.9012104646622413
36	255.919263	193.9636361002922	124.38706135749817	0.936061864857086	0.9183912534166341
37	262.927022	192.51033294200897	125.75382578372955	0.9435566896185268	0.9137055837563451
38	269.9797795	188.01407945156097	125.71952712535858	0.94882975955897	0.9246388129636861
39	277.0752871	193.91294729709625	131.6372857093811	0.9402640478668054	0.8980866848887153
40	284.0974582	192.2110168337822	126.19311919808388	0.9453036785706378	0.9148770011714175
41	291.3994209	189.3926584124565	129.65408772230148	0.9464263178869528	0.9098008590394377
42	298.722866	197.67854461073875	130.8757791519165	0.9356472922709057	0.8961343225302616
43	306.2043115	195.8016073703766	125.34360930323601	0.9351026468439347	0.9199531433033971
44	313.2102037	191.97943636775017	126.40293061733246	0.940738813735692	0.9187817258883249
45	320.0993044	190.848837941885	128.4058084487915	0.9461044567936768	0.9121436938695822
46	327.0203017	190.04618108272552	125.81912031769753	0.9440021199105542	0.9156579461147989
47	334.0342271	190.5216095149517	126.72082108259201	0.9457633615250072	0.9183912534166341
48	340.9682684	185.92078268527985	123.99493154883385	0.9480603925432284	0.9250292854353768
49	347.9564231	187.782156676054	125.57094937562943	0.94423528239644	0.9211245607184694
50	354.903121	187.28414443135262	125.29772636294365	0.9458896982310093	0.9172198360015619
51	361.81527090000003	185.18417713046074	123.31916317343712	0.9481489527752565	0.9246388129636861
52	368.78844580000003	182.16105404496193	135.80900621414185	0.9509743009276684	0.9004295197188599
53	375.88552680000004	188.7527618408203	130.6652310192585	0.9457229559191445	0.9105818039828192
54	382.9336586	185.709531635046	125.80383089184761	0.9463949066796555	0.9191721983600156
55	390.0695706	185.12931755185127	125.77522772550583	0.944120984346979	0.9242483404919953
56	397.0516212	182.88407680392265	122.32970774173737	0.9498509697345405	0.9238578680203046
