Epoch	Time(sec)	Loss_train	Loss_test	AUC_train	AUC_test
1	6.820555400000002	318.02376973629	33.3182889521122	0.6330387783115992	0.5
2	12.6438616	275.59704649448395	28.37033498287201	0.7726390395642837	0.7757009345794392
3	18.246691900000002	258.0953543186188	26.63299897313118	0.8227923594659818	0.7827102803738317
4	23.811170000000004	244.29262351989746	26.093484938144684	0.8555440089003034	0.8247663551401869
5	29.236449200000003	235.61571648716927	26.178057074546814	0.8711811167445258	0.8271028037383178
6	34.7613527	235.10905063152313	24.698088109493256	0.8782201330617486	0.8504672897196262
7	40.2730163	230.60763642191887	24.402533888816833	0.8858224754798858	0.8644859813084113
8	45.7497133	225.9473716020584	25.186621636152267	0.894445889698231	0.8738317757009346
9	51.222643600000005	220.88472372293472	23.030267626047134	0.9038094737308211	0.8808411214953271
10	56.6705511	220.29008296132088	22.98209884762764	0.9080117951159034	0.8925233644859814
11	62.1309715	220.04156962037086	23.59952539205551	0.905873895764607	0.8714953271028038
12	67.570114	214.85031658411026	23.295149981975555	0.9159177330794608	0.8551401869158879
13	73.0534115	212.33444252610207	23.02483966946602	0.9178444716275156	0.8714953271028038
14	78.5190548	211.54040449857712	22.696984082460403	0.9219235005645715	0.8901869158878505
15	84.0240366	208.26400744915009	22.82330012321472	0.9267551530985012	0.8995327102803738
16	89.9578967	209.3945328295231	23.853163570165634	0.9246417461863752	0.8878504672897196
17	95.497746	206.03158766031265	23.22830632328987	0.930114906901056	0.8901869158878505
18	100.9698612	207.53857171535492	22.099702030420303	0.9226543992295261	0.9018691588785047
19	106.54956010000001	204.79183167219162	23.35699588060379	0.926265719441185	0.8785046728971962
20	112.0211528	205.36031165719032	22.659396469593048	0.9291473863661524	0.8878504672897196
21	117.5006872	202.3321330845356	23.261696070432663	0.9302150906635376	0.8855140186915887
22	122.99275840000001	202.55410113930702	22.9645434319973	0.9293607611751943	0.8925233644859814
23	128.4605548	198.95897144079208	22.237740218639374	0.9377836694932141	0.8948598130841121
24	133.9452406	197.13710144162178	23.426022350788116	0.9351247869019417	0.8785046728971962
25	139.4226391	256.36723348498344	22.194341331720352	0.7880461675559591	0.8901869158878505
26	144.9128526	199.1333883702755	22.069548934698105	0.9381437221865521	0.9018691588785047
27	150.35055690000002	195.61116680502892	21.7601817548275	0.9357744592290832	0.8995327102803738
28	155.8791148	196.21020331978798	21.683379143476486	0.937718217946731	0.9065420560747663
29	161.3673981	196.93134278059006	22.141562044620514	0.9385652135408595	0.897196261682243
30	166.8771164	195.89555063843727	21.916217148303986	0.9386104622844113	0.8995327102803738
31	172.3497293	194.0237057507038	22.68282052874565	0.9417760754533178	0.8714953271028038
32	177.8666269	193.68072113394737	22.323694109916687	0.9423293001527663	0.8948598130841121
33	183.3806044	192.5338954925537	22.2529416680336	0.9452480516748955	0.8785046728971962
34	189.1631633	192.58278796076775	23.160414904356003	0.9402174153696283	0.8808411214953271
35	194.7132758	196.01435166597366	23.944711178541183	0.9359749651294087	0.8691588785046729
36	200.2400414	193.9636361002922	22.191435903310776	0.936061864857086	0.8901869158878505
37	205.8069743	192.51033294200897	22.175585359334946	0.9435566896185268	0.9042056074766355
38	211.3518536	188.01407945156097	22.749285370111465	0.94882975955897	0.8995327102803738
39	216.9620028	193.91294729709625	22.589750975370407	0.9402640478668054	0.8808411214953271
40	222.5093015	192.2110168337822	21.666179448366165	0.9453036785706378	0.9042056074766355
41	228.0445094	189.3926584124565	23.08456239104271	0.9464263178869528	0.8925233644859814
42	233.5935759	197.67854461073875	24.261281609535217	0.9356472922709057	0.8644859813084113
43	239.1431398	195.8016073703766	22.440478026866913	0.9351026468439347	0.897196261682243
44	244.7702173	191.97943636775017	23.09994998574257	0.940738813735692	0.8878504672897196
45	250.42470550000002	190.848837941885	22.702870279550552	0.9461044567936768	0.897196261682243
46	256.0369444	190.04618108272552	22.307781279087067	0.9440021199105542	0.897196261682243
47	261.583752	190.5216095149517	22.3113095164299	0.9457633615250072	0.9042056074766355
48	267.086996	185.92078268527985	22.12944459915161	0.9480603925432284	0.8995327102803738
49	272.6223957	187.782156676054	22.88819655776024	0.94423528239644	0.8901869158878505
50	278.2298349	187.28414443135262	21.358480900526047	0.9458896982310093	0.9088785046728972
51	283.757588	185.18417713046074	21.256309926509857	0.9481489527752565	0.9205607476635514
52	289.3412042	182.16105404496193	24.667214453220367	0.9509743009276684	0.8714953271028038
53	294.8743783	188.7527618408203	23.388306856155396	0.9457229559191445	0.8878504672897196
54	300.4184002	185.709531635046	21.50661411881447	0.9463949066796555	0.9135514018691588
55	305.9650614	185.12931755185127	22.305811196565628	0.944120984346979	0.9018691588785047
56	311.5205034	182.88407680392265	21.458263218402863	0.9498509697345405	0.9135514018691588
57	317.0538361	182.04424741864204	21.350734889507294	0.9525705991099698	0.9182242990654206
58	322.6434185	182.934487760067	21.75806200504303	0.949658766355968	0.9088785046728972
59	328.1959959	184.17358297109604	21.166062086820602	0.9471534804171187	0.9182242990654206
60	333.7463641	181.42354640364647	21.473352313041687	0.949361674452587	0.9135514018691588
61	339.3141074	187.25566163659096	21.553275853395462	0.9452393340270551	0.9065420560747663
62	344.8559352	181.59250125288963	21.544472813606262	0.9521657127991676	0.9112149532710281
63	350.3925193	179.8839019536972	21.891070276498795	0.9538880709367459	0.9065420560747663
64	355.924958	182.93770709633827	22.214172393083572	0.9484886642903003	0.8995327102803738
65	361.4661351	181.58496183156967	22.109919279813766	0.950153319901698	0.8995327102803738
66	366.9816012	182.49673774838448	21.80981880426407	0.9507491642128103	0.9042056074766355
67	372.5370312	180.1727076768875	22.207383632659912	0.9534794484911551	0.9042056074766355
68	378.0692064	182.3468733727932	21.43378636240959	0.953210031660283	0.9158878504672897
69	383.61499630000003	177.6970148384571	21.689385294914246	0.9542144984169858	0.9158878504672897
70	389.174134	179.4230616092682	21.346795082092285	0.9503143888236987	0.9182242990654206
71	394.756409	187.4236896932125	21.872336983680725	0.9434714503952	0.9112149532710281
72	400.2745491	185.64457353949547	21.683218836784363	0.9493346912568912	0.9112149532710281
73	405.8027172	183.28448390960693	22.647962301969528	0.942662231275046	0.8995327102803738
74	411.35859750000003	181.35295176506042	21.875136852264404	0.9524445391546925	0.9088785046728972
75	416.937645	180.42559936642647	22.079871714115143	0.9545189242145815	0.9065420560747663
76	422.4684734	177.4391260445118	21.559061259031296	0.9532330019704651	0.9088785046728972
